1009938	Jos haluat olla ystäväni, ole myös ystävieni ystävä.
1009939	Suunnittelen parhaillaan seuraavaa lomaani. Menen ehkä Disney landiin perheeni ja ystävieni kanssa. Kuinka paljon minun pitäisi säästää lomaa varten?
1009943	Hän on ylpeä siitä, että hänen isänsä oli merkittävä tiedemies.
1009949	Ärsyynnyin hänen asenteestaan.
1009951	Haluaisin tietää milloin on paras hetki irtisanoutua.
1009953	Kun he saapuivat asemalle, oli juna jo lähtenyt.
1009960	Sinun isoveljesi on todella vihainen.
1009962	Kirjailija julkaisee ensi kuussa uuden teoksen.
1010118	Kissa on ruskea.
1010119	Tänään on minun syntymäpäiväni.
1010120	Meksiko on maa, jolla on yhteinen raja Yhdysvaltojen kanssa.
1010121	Isoveljeni etsii asuntoa.
1010122	Veljeni etsii asuntoa.
1010123	Menin metsään etsimään hyönteisiä.
1010396	Vieraan kielen oppiminen vaatii kärsivällisyyttä.
1010400	Talviaikataulu on tullut voimaan.
1010401	Thomas katsoo elokuvaa.
1010563	Tänään minulla on ihan hirveän paljon läksyjä.
1010595	Avaa suu!
1010622	Tienaan sata euroa päivässä.
1010626	Miksi et halua tulla kanssani elokuviin?
1010627	Haluatko lisää teetä?
1010629	En tiedä missä olen.
1010631	Sataa kaatamalla.
1010637	Ihmiset kulkevat kadulla sateenvarjot käsissään.
1010641	Haluan juustohampurilaisen ja kokista.
1010643	Hän sanoi, ettei tahdo nähdä sinua enää.
1010648	Kuka nyt haluaisi asua sellaisessa loukossa?!
1010654	Hän menetti yhtäkkiä tajuntansa.
1010655	Hän sai potkut vain koska hän pidättäytyi valehtelemasta.
1010658	Älä valehtele.
1010659	Onko pöydällä kissa?
1010663	Kun hän hymyili, näkivät lapset hänen pitkät, harmaat hampaansa.
1010664	Ennen kuin teet sovun itsesi kanssa, et ole koskaan tyytyväinen siihen mitä sinulla on.
1010675	Ettekö ole väsynyt?
1010682	Haluan mennä joskus ulkomaille.
1010686	Luulen, että voin tavata sinut lähiaikoina.
1010687	Punainen mekko sopii hänelle hyvin.
1010689	Punaiset vaatteet sopivat hänelle hyvin.
1010695	Ystävyytesi merkitsee minulle paljon.
1010796	Kun olimme juttelemassa hän keskeytti puheemme.
1011350	Ole hyvä ja ota vapaasti syötävää.
1011362	Bussit lähtivät yksi toisensa perään.
1011369	Nykyään on todella yleistä tavata nuoria, jotka eivät tunne Raamattua.
1011392	Kunpa olisin kuunnellut varoituksiasi.
1011393	Kunpa olisin kysynyt neuvoasi.
1011414	Sinun ei tarvitse vaihtaa vaatteita kiireellä. Meillä ei ole nimittäin syytä kiirehtiä.
1011416	He kaksi kokeilivat vuorotellen.
1011418	Haluan opiskella ranskaa.
1011424	Hän loistaa matematiikassa.
1011461	Hän ei varmaankaan näyttäydy tänä iltana.
1011463	Tarvitsen jotain millä kirjoittaa.
1011468	Pidän ystävyyttäsi todella arvokkaana.
1011485	Hän kirjoitti vanhemmilleen.
1011490	Hän ei lukenut sitä kirjaa.
1011492	Olipa kerran julma kuningas.
1011494	Olipa kerran köyhä mies ja rikas nainen.
1011498	Näen talon.
1011499	He ristivät koiran Shiroksi.
1011503	Monet nuoret romanit menivät Kreikkaan.
1011504	Turkki oli vahvempi kuin Kreikka.
1011506	Kreikassa on monia saaria.
1011508	Minun isäni oli jo ollut kerran Kreikassa.
1011509	Olipa kerran mahtava kuningas, joka asui Kreikassa.
1011510	Opimme asioita antiikin Roomasta ja Kreikasta.
1011511	Hän osaa myös puhua venäjää.
1011513	Hän puhuu venäjää.
1011516	Moskova on venäläinen kaupunki.
1011517	Tämä kirjailija on venäläinen.
1011519	Venäjästä tuli toinen suurvalta.
1011521	Hän puhuu täydellistä venäjää.
1011524	Tämän maan nimi on Venäjä.
1011526	Vladivostok on kaupunki Venäjällä.
1011527	Baikaljärvi Venäjällä on maailman syvin järvi.
1011528	Olen kotoisin Norjasta.
1011529	Vietimme mainion loman Ruotsissa.
1011531	Ruotsin asukasluku kasvaa.
1011533	Tanskan ja Ruotsin välinen silta on melkein viisikymmentä kilometriä pitkä.
1011534	Sinä olet kotoisin Ruotsista.
1011535	He ovat kotoisin Ruotsista.
1011536	Ruotsilla on oma kielensä.
1011540	Sellaisissa maissa, kuten Norja ja Suomi, on paljon lunta talvisin.
1011541	He leikkivät mielellään lumessa.
1011543	Menen huomenna Amerikkaan.
1011544	Onko jääkaapissa jotain juotavaa?
1011545	Jääkaapissa on maitoa.
1011546	Minulla on vain voita jääkaapissa.
1011547	Olen tosi väsynyt, mutta en halua mennä nukkumaan.
1011548	Oletko väsynyt?
1011551	Kymmenen minuutin kuluttua hän oli toisella puolella.
1011552	Rakastan arabiaa.
1011553	Rikkaat eivät ole aina onnellisia.
1011554	Viime aikoina minulla ei ole ollut lainkaan aikaa lukea kirjoja.
1011555	Minulla ei ole aikaa tehdä läksyjäni.
1011557	Jumala loi maan kuudessa päivässä.
1011559	Lampi on kuivunut.
1011560	Kuinka monta kirjaa omistat?
1011563	He näkivät hänet sankarina.
1011564	Esitin vastalauseen kun tarjoilija yritti viedä lautaseni.
1011565	Kello yhdentoista jälkeen vieraat alkoivat lähteä kahden kolmen hengen ryhmissä.
1011566	Hänelle annettiin vastuullinen asema.
1011568	Minun mielipiteeni eroaa sinun mielipiteestäsi.
1011570	Älä herätä nukkuvaa koiraa.
1011572	Ei mitään ei voi olla olemassa, koska muutoin se olisi jotakin.
1011575	He ovat kasvissyöjiä.
1011576	Kuka kirjoitti tämän kirjeen?
1011577	Tässä on runoilija, jonka tapasin Pariisissa.
1011579	Pitäisikö minun ostaa hänelle jotain?
1011581	Kaksi kolmasosaa oppilaista tuli tapaamiseen.
1011582	Tämä on kylmin talvi kolmeenkymmeneen vuoteen.
1011583	Minun sanakirjani on todella hyödyllinen.
1011584	Hän pitää eläimistä.
1011586	On vaarallista asua tulivuoden vieressä.
1011590	Tämä kirja kelpaa.
1011595	Hämmästyksekseni hänellä oli kaunis ääni.
1011598	Todellisuus ja mielikuvitus on vaikea erottaa toisistaan.
1011600	En voi kiittää tarpeeksi ystävällisyydestäsi.
1011602	Olen sulkenut kaikki kuusi ikkunaa.
1011603	Olen sitä mieltä, että englannin taitosi on tullut paljon paremmaksi.
1011606	Toisen meistä kahdesta on tehtävä se.
1011607	Hän jatkoi puhumista.
1011608	Puhutko turkkia?
1011611	Minulla oli huono olo.
1011613	Olin nuori ja tahdoin elää.
1011614	Litra maitoa sisältää suunnilleen kolmekymmentä grammaa proteiinia.
1011617	Otat minut hitaasti hengiltä.
1011618	Hänen englantinsa on erinomaista.
1011620	Hänellä oli radio.
1011621	Sinun ei tarvitse ottaa pois kenkiäsi.
1011626	Löysin työn hänelle.
1011629	Siihen meni tarkalleen tunti.
1011633	Hän heitti minut ulos talosta.
1011637	Olen ylhäällä ja seison taas kun jalkani on parantunut.
1011639	Pahinta kesässä on lämpö.
1011641	Hänellä on sievä nukke.
1011643	Haluan saada rahat takaisin.
1011647	Useimpia linnoja ympäröi vallihauta.
1011649	Monet kauniit kukat kukkivat keväällä.
1011652	Jalkakäytävät olivat märkiä sateen jälkeen.
1011653	Oletko jo kylpenut Takashi?
1011657	Grodan ja minä vuorottelimme salaisen reseptin arvaamisessa.
1011661	Mikä tämän kadun nimi on?
1011662	Oli minun vuoroni siivota huone.
1011666	Kun avasin silmäni uudestaan, Amina istui ja tuijoti minua olutlasinsa pohjan läpi.
1011671	Odotapa nyt, pilailetko? Miksi minä haluaisin mennä sellaiseen tylsään paikkaan?
1011673	Luulen, että hän on neljäkymmentä vuotta.
1011680	Kuuletko lintujen laulavan?
1011693	Isoisäni kuulee vähän huonosti.
1011697	Isoisä puhuu valtavan hitaasti.
1011705	Pärjäätkö englannilla?
1012441	Minun tarvitsee huuhdella suuni.
1012443	Luuletko, että ehdimme ajoissa lentokentälle, Paul?
1012444	Et ehdi ajoissa kouluun.
1012445	Ehdimme junaan.
1012446	Hän pelaa golfia.
1012448	He kieltäytyivät antamasta junien liikkua.
1012449	Ketä äänestit vaaleissa?
1012454	Hänen puheensa oli liian lyhyt.
1012455	Me emme välitä siitä mitä hän tekee.
1012456	Koirani teskentelee usein nukkuvansa.
1012457	Filosofointi on kuolemisen oppimista.
1012459	Kuinka paljon tämä radio maksaa?
1012460	Ole kiltti hänelle.
1012462	Missä pomo on?
1012464	Virta on viisikymmentä metriä leveä.
1012468	Tämän kaltaisia onnettomuuksia sattuu usein.
1012470	Näimme monta alusta satamassa.
1012472	Tapaamme toisemme seitsemän aikoihin.
1012474	Haluat, että pidät lupauksesi.
1012475	Pane pyöräsi pois.
1012477	Hän ei vaikuttanut kiinnostuneelta.
1012478	Porsaat syövät kaikki omenat, jotka putoavat maahan.
1012479	Ajamme vuorotellen.
1012480	Tällä kerholla on viisikymmentä jäsentä.
1012482	Se on jääkylmä.
1012484	Asun lelukaupan lähellä.
1012487	Onko talossa pyykinpesukone?
1012488	Kauan eläköön kuningas!
1012490	Älä häiritse Tomia kun hän lukee.
1012491	En ole kiinnostunut.
1012492	Myös Benillä on asian kanssa jotain tekemistä.
1012496	Olen tottunut työskentelmään kovasti.
1012498	Hänen kirjastaan tuli kritiikin kohde.
1012507	Prinsessa makasi silmät ummessa.
1012508	En tunne ketään sokeita.
1012510	Tarvitsenko jotain lääkettä?
1012511	Tapasitko hänet?
1012513	Tämä on turkkilainen perinne.
1012534	Söin lounaani loppuun nopeasti.
1012536	Opiskelijat jakaantuivat kolmeen ryhmään.
1012537	En usko, että hän tulee.
1012542	Vaan eikö olekin kaunis ilma?
1012549	Mistä voisin saada kartan?
1012551	Sotilaat oli varustettu aseilla.
1012553	Yksi kilo ketsuppia vastaa kahta kiloa tomaatteja.
1012554	Olet tiputtanut vähän ketsuppia solmiollesi.
1012558	Milloin saat konserttiliput?
1012561	Hän näyttää vähän väsyneeltä.
1012563	Oletko vapaana iltapäivällä?
1012567	Haluan ottaa yhteyttä häneen.
1012570	Eikö ole muuta tapaa?
1012575	Korealaiset eivät pidä korianterista.
1012578	Joimme sojua karaokebaarissa.
1012584	Jääkiekkokiekko ei ole pallomainen.
1012586	Oletko kirjoittanut puhtaaksi aineesi?
1012588	Suurin ero jääpallon ja salibandyn välillä on, että jääpalloa pelataan jäällä.
1012590	Luulen, että minun on nyt aika lähteä.
1012591	Minun pitää lähteä nyt.
1012592	Entä sinä?
1012595	Kuinka hän reagoi uutisiin?
1012597	Ehditkö?
1012600	Otin vapauden soittaa hänelle.
1012606	Pidän enemmän hauskoista elokuvista.
1012613	Mihin aikaan menit eilen nukkumaan?
1012617	Kasvoin maaseudulla.
1012621	Ompelitko tämän käsin?
1012625	Sukellusveneen oli pakko murtautua ohuen jääpeitteen läpi päästäkseen pintaan.
1012627	Jään tänne ylihuomiseen asti.
1012630	Hän päätyi punaiseen autoon.
1012635	Hän tilasi kupillisen teetä.
1012636	Tupakointi tappaa.
1012638	Olen hänelle velkaa sata jeniä.
1012644	Hänen virheensä oli tahallinen.
1012652	Havaan on muodostunut mätää.
1012657	Syö niin paljon kuin haluat.
1012660	Pysykääpä kaikki nyt paikallanne.
1012662	Heillä on jotain yhteistä.
1012666	Ihmiset rakastavat vapautta.
1012667	En löydä Timiä.
1012668	Sinun oikea sukkasi on nurin päin.
1012672	Valittaminen on hyödytöntä.
1012680	Hän makasi selällään.
1012681	Hän katsoi ylös taivaalle.
1012682	Hän on tuntenut hänet pitkään.
1012683	En ole tulossa mukaan.
1012691	Minulla oli hänen nimensä kieleni päällä, mutta en saanut sitä mieleeni.
1012693	Tom keräsi kahvikupit.
1012695	Toivon, että uusi suunnitelma toimii tyydyttävästi.
1012705	Tarvitsen postimerkin.
1012707	Minulla ei ole nyt aikaa.
1012755	Mitä teit viime viikonloppuna?
1012760	Hän kyykistyi.
1012761	Yksi haarukka puuttuu.
1012779	Tímea on unkarilainen, joka asuu Puolassa.
1012783	Sekä Magdalena että Ania ovat Puolasta.
1012785	Magdalena ja Ania ovat hyviä ystäviä.
1012787	Hän jätti kirjan pöydälle.
1012791	Hän päätti lopettaa tupakoinnin lopullisesti.
1012804	Minulla on ystävä, jonka isä on tunnettu pianisti.
1012919	Hän oli todella kärsivällinen.
1012920	Hän oli kärsivällisyys itse.
1013137	Hänet on nähty Japanin vastineena Picassolle.
1013140	Hän kirosi ääneen.
1013144	Etkö osaa kirjoittaa kuulakärkikynällä?
1013150	Hän ei saanut itseään ampumaan peuraa.
1013163	Hänen setänsä johtaa tuota hotellia.
1013183	Vallitsi tuontiöljypula.
1013195	Mihin helvettiin olet oikein menossa?
1013202	Lähden pois nyt.
1013204	Tyttäresi käyttää huumeita.
1013210	Älä päästä irti.
1013215	Et ilmeisesti pidä sashimista?
1013219	Tulitko ensimmäisellä junalla?
1013220	Voinko sovittaa tätä?
1013226	Hän tarvitsee tikkaat.
1013230	He juttelivat koko yön.
1013232	Ihmiset uivat tuolla rannalla omalla vastuullaan.
1013264	Ovi menee automaattisesti kiinni.
1013297	Maistapa tätä karkkia.
1013301	En tiedä mitä sanoa, että sinulle tulisi parempi olla.
1013303	Oli lämmin, joten avasin ikkunan.
1013875	Sinun ei olisi tarvinnut ottaa sateenvarjoa mukaasi.
1013877	Anteeksi, voisitko ojentaa suolan ja pippurin?
1013879	Hän on itsepäinen.
1014280	Satoi vettä, mutta me pelasimme jalkapalloa.
1014281	Vaikka satoi vettä, me pelasimme jalkapalloa.
1014282	Et voi syyttää häntä onnettomuudesta.
1014295	Lainasin rahaa ystäviltäni.
1014303	Tapaatko häntä usein?
1014305	Näetkö häntä usein?
1014307	Katsoin eilen vanhan elokuvan, jossa Charlie Chaplin näytteli pääosaa.
1014308	Meidät pantiin seisomaan rivissä.
1014421	Olette kaunis.
1014423	Pojan silmät ovat lempeät kuin lehmän.
1014429	Kerro miten sitä pelataan.
1014444	En tule toimeen sen tyypin kanssa.
1014449	Messu toimitettiin ennen latinaksi.
1014450	Älä anna itsesi lihoa.
1014458	Rakastuin sinuun.
1014463	Olen raskaana.
1014470	Haluan pullon coca colaa.
1014472	Paperi jäi jumiin printterin sisälle ja nyt se ei toimi.
1014473	Tietokoneen tuuletin pitää kummaa ääntä.
1014475	Kirjahyllyni on niin täynnä, ettei siihen mahdu enempää kirjoja.
1014477	En jaksanut tehdä illalla ruokaa, joten söin pelkkiä pikanuudeleita.
1014478	Mikä minua vaivaa?
1014499	Mitä he tekevät?
1014501	Saisinko lisää perunamuusia?
1014503	Mun pikkarit on märät.
1014512	Oletko sinä Facebookissa?
1014514	Minulla ei ole kotona televisiota.
1014517	Hän asuu vanhempiensa luona.
1014524	Moi, minä olen Pekka. Mikä sinun nimesi on?
1014531	Asun nyt Helsingissä, mutta olen kotoisin Kuopiosta.
1014535	Mitä siitä?
1014541	Helsingissä satoi viime talvena yli seitsemänkymmentä senttimetriä lunta.
1015412	Yritän uudestaan.
1015414	Hän ylittää kilpailijansa kaikessa.
1015421	Jos en epäonnistu, saan ajokortin vielä tänä vuonna.
1015425	Tyttö sanoo olevansa onnellinen.
1015464	Hyvää päivää, mitä haluaisit?
1015466	Hyvää päivää, mitä haluaisitte?
1015468	Kukatahansa voi tehdä sen.
1015475	Kuuntele tarkkaan mitä sanon.
1015486	En osaa vielä päättää menenkö vai enkö mene sinne.
1015698	Hän kiinnitti julisteen ilmoitustaululle nastoilla.
1015702	Tämä lääke ei sovi minulle.
1015705	Hän näyttää rehelliseltä henkilöltä.
1015707	Kaikki oppilaat hurrasivat.
1015733	Kuolema on ruma asia, joka luonnon täytyy piilottaa, ja luonto piilottaa sen hyvin.
1015835	Hän näki minut ja purskahti yhtäkkiä nauruun.
1015838	Kun hän näki minut, alkoi hän nauraa heti.
1016044	Mitä varovaisempi olet, sitä vähemmän teet virheitä.
1016047	Mike ei ole hyvä baseballissa.
1016048	Mike on huono baseballissa.
1016049	Yhtäkkiä he lopettivat puhumisen.
1016051	Älä puhu siitä asiasta hänen edessään.
1016052	Älä puhu siitä asiasta hänen läsnäollessaan.
1016053	Hän ojensi kätensä ottaakseen veitsen, mutta hän ei yltänyt siihen.
1016055	Minulla on kolme koiraa.
1016058	Vien heidät Katen luo.
1016070	Kun olin nuori, minun täytyi tehdä kovasti töitä.
1016086	Jos huomenna on hyvä sää, mennään patikoimaan.
1016089	Suunnittelen majoittuvani Hillside-hotelliin.
1016090	Hän tuli eilen tapaamaan meitä.
1016091	Hän tuli tapaamaan meitä eilen.
1016504	Tykkäätkö baseballista?
1016509	Toivon, että minusta tulee laulaja.
1016514	Hän kirjoitti minulle pitkän kirjeen.
1016515	Se olen minä.
1016552	Kun häntä jännittää, hän änkyttää.
1016591	Hänen tutkimuksensa kantoi hedelmää viimeinkin.
1016594	He kiinnittivät hänen sanoihinsa tarkkaa huomiota.
1016595	Tomin kaltainen hyvä oppilas tuo luokallemme kunniaa.
1016978	Hän on ylpeä siitä, että hänen pojastaan tuli lääkäri.
1017041	Skandaali pilasi hänen uransa.
1017543	Minut on juuri ryöstetty.
1017545	Tuohon jumbojettiin mahtuu 400 matkustajaa.
1017546	Hän luuli minua rouva Tamoriksi.
1017548	Sellaista asiaa kuin oikea nopeus älylliselle lukemiselle ei ole olemassakaan.
1017549	Toivon voivani selvittää kuinka hallita ruokahaluani.
1017552	Mikään ei ole niin miellyttävää kuin käydä kävelyllä kauniina kevätpäivänä.
1017554	Niskani nytkähti kun autooni törmättiin takaapäin.
1017888	Hän julistaa, ettei hänellä ole yhteyksiä siihen sattumukseen.
1017889	Harrastukseni on golfin pelaaminen.
1017890	Anteeksi, mutta voisitko auttaa?
1017895	Jos satun päätymään menemään ulkomaille, menen varmaankin Ranskaan.
1017900	Hänen silmänsä olivat kyyneleitä täynnä.
1018508	Hän meni sinne kuten hänen isänsä käski.
1018509	Haluan käydä Machu Picchun raunioilla.
1018511	Se, että ihmiset eivät opi kovin paljon historian opetuksista, on tärkein kaikista historian opetuksista.
1018512	Käyn vanhemmaksi ja väsyneemmäksi.
1018513	Hän oli minun läheinen ystäväni.
1018538	Haluan opiskella historiaa pääaineenani.
1018554	Villipedot elävät metsässä.
1018602	Hän menee yleensä töihin kello kahdeksan.
1018608	Olympialaiset järjestetään neljän vuoden välein.
1018641	Söin kaviaaria.
1018644	Onko minulle tullut puheluita?
1018666	Mielenkiintoinen ehdotus. Minun täytyy harkita asiaa hieman.
1018694	Älä töhri kirjaston kirjoja.
1018704	”Mikä hätänä?” kysyi pieni valkoinen kani.
1018706	Ystäväni opiskelee koreaa.
1018722	Ajoin auton sisään autotalliin.
1018907	Etsin juuri silmälasejani.
1018941	Maryn silmät olivat täynnä kyyneleitä.
1018983	Amerikka on siirtolaisten maa.
1019042	Professori on puhelimessa.
1019237	En mennyt yksityiskohtiin.
1019238	Jokaisen kuljettajan on noudatettava liikennesääntöjä.
1019239	Koulumme sijaitsee tässä kylässä.
1019244	Auto kulki neljäkymmentä mailia tunnissa.
1019245	Tuo lapsi on minulle ilkeä.
1019249	Bob on ystäväni.
1019250	Kulta on painavampaa kuin hopea.
1019251	Tänään voin paljon paremmin.
1019253	Puutarhuri istutti ruusun keskelle puutarhaa.
1019256	Mitä mieltä olet Japanista?
1019257	Hän hämmensi kahvia lusikalla.
1019260	Tässä on käyntikorttini.
1019261	Mitä teit viime sunnuntaina?
1019263	Olen niin onnellinen!
1020187	Professori vaatii erinomaista työtä oppilailtaan.
1020644	Hänet leikattiin eilen.
1020660	Hänen viimeisin näytelmänsä oli suuri menestys.
1020662	Hänen toiveensa täyttyivät täydellisesti.
1021998	Kello ei toimi.
1022003	Hän kertoo kaiken minulle ennemmin tai myöhemmin.
1022007	Muistan hänen kasvonsa, mutta en saa hänen nimeään mieleeni.
1022009	Hänen kasvonsa kirkastuivat ilosta.
1022013	Seuraa tätä tietä ja käänny oikealle pankin kohdalla.
1022022	En kestä tätä kipua.
1022024	Haluan jotain lääkettä helpottamaan kipua.
1022036	Miksi tätä lintua kutsutaan?
1022037	Tämä lintu ei voi lentää.
1022038	Tämä lintu ei elä Japanissa eikä Kiinassa.
1022041	Tämä lintu on sukupuuton partaalla.
1022042	Tämä kana ei ole muninut lainkaan viime aikoina.
1022054	Kuinka pitkä tämä on?
1022074	En tunne hyvin tätä kaupunkia.
1022085	Pidätkö tästä kaupungista?
1022141	Siivoa huone.
1022143	Voiko huonetta vaihtaa?
1022144	Voinko vaihtaa huonetta?
1022176	En ole kuuro.
1022579	Nukuin pommiin kun valvoin myöhään
1022611	Hänellä on huono maine oppilaidensa parissa.
1022620	Tiesin että tulisit.
1022903	Puhutko hepreaa?
1023158	Italia on hyvin kaunis maa.
1023163	Hän antoi kissalle maitoa.
1023176	Hänen vaikuttava puheensa oli kuin helmiä sioille.
1023179	Pöydällä on omena.
1023182	Laittaisitko musiikkia pienemmälle?
1023443	Ovatko nämä ainoat jotka teillä on?
1023444	Hänen kysymyksensä osoittavat, että hän tuntee aihepiirin erittäin hyvin.
1023445	He katsovat elokuvaa.
1023446	Hän ei voinut tulla, koska hän oli sairas.
1023447	Keisuke on pitempi kuin minä.
1023448	Tapasimme heidät sattumalta linja-autoasemalla.
1023477	Natsien alaisuudessa toimivat maalarit ja veistäjät kuvasivat usein alastomia henkilöitä, mutta heitä oli kielletty näyttämästä kehon vajavaisuuksia.
1023478	Maksan shekillä.
1023480	On vaarallista leikkiä tulella.
1023481	Hän tykkää kuunnella radiota.
1023482	Hän osaa puhua kolmea kieltä.
1023487	Maan kehitys on jäämässä jälkeen Japanista.
1023491	Tervetuloa!
1023503	Voit valita minkä tahansa haluat.
1023506	Sisältääkö tämä ruoka lihaa?
1023512	Minä, Stallone, en ole sellainen mies, että minua pelottaisi jo jonkin kokeen koekaniinina oleminen.
1023521	Hänen talonsa oli pieni ja vanha.
1023527	Olen kiinnostunut itämaisesta savenvalannasta.
1023531	Mitä teit eilen illalla?
1023534	Ostin parin kenkiä.
1030320	Haluan päästä sinne metrolla.
1030322	Hän pyysi minulta vähän rahaa.
1030325	Kysyimme häneltä hänen nimeään.
1030328	Vapaudesta maksetaan.
1030329	Kana on muninut munan.
1030330	Tämä elokuva on näkemisen arvoinen.
1030336	Pidän kahvista enemmän kuin teestä.
1030652	Luulen niin.
1030660	Yllätyin nähdessäni siellä vanhan ystäväni.
1030663	Olen työskennelyt siellä kolme kuukautta.
1030665	Olen saanut sieltä lukuisia kirjekavereita.
1030670	Näin siellä oudon naisen.
1030675	Olen iloinen, että olin siellä.
1030679	Tahdoin viipyä siellä kaksi päivää kauemmin.
1030680	En tiedä, voinko mennä sinne vai en.
1030681	Olen ollut siellä kerran.
1030682	Kysyin äidiltäni, mitä viedä sinne.
1030685	Nämä kengät ovat hänen.
1030687	Koska aurinko oli laskenut, vietimme yömme siellä.
1030688	Ilman Aurinkoa emme voisi elää Maassa.
1030689	Aurinko ja Kuu nousevat idästä ja laskevat länteen.
1030690	Auringonpaiste ja kostea ilmasto tekivät trooppisen sademetsän.
1030692	Kumpi on suurempi; Aurinko vai Kuu?
1030695	Maa on Aurinkoon verrattuna pieni.
1030696	Vaikka useimmat valtameren saaret on kartoitettu, merenpohja on yleisesti ottaen tuntematon.
1030697	Aurinkoenergia on uusi energianlähde.
1030700	Ei mitään uutta Auringon alla.
1030701	Ilman auringonvaloa emme voisi nähdä mitään.
1030702	Auringonvalo tekee huoneeni lämpimäksi.
1030704	Auringon korkeus on 20 astetta.
1030708	Jonkin loistaa kovasti.
1030711	Auringonpaiste houkutteli ihmiset ulos.
1030714	Auringon lämpö kovettaa saven.
1030715	Auringolla on yhdeksän planeettaa.
1030716	Olipa kerran kana, jolla oli näkkileipä.
1030718	Hän ilmoitti terrierinsä koiranäyttelyyn.
1030719	Hän täytti kassinsa omenoilla.
1030720	Saan usein talvisin flunssan.
1030723	Oikea sana on "Okonatta".
1030724	Jos tahdot olla vapaa, tuhoa televisiosi.
1030725	Kuwait kärsi vakavia vahinkoja.
1030728	Milloin tulet kotiin?
1030729	Kaatunut puu tukki tien.
1030733	Salasana on ”Muiriel”.
1030736	Palaan pian.
1030747	Olet tervetullut mihin tahansa menetkin.
1031020	Köyhille ihmisille tapahtuu paljon.
1031022	Olen ylpeä pojastani.
1031025	Asun Japanissa.
1031032	En ole kiinnostunut modernista taiteesta.
1031039	Näytteliän loisteliasta uraa juhlistettiin gaalassa, johon osallistui joukko huippu julkkiksia.
1031049	Saattaa olla ettet löydä äskettäin lisättyjä lauseita, koska niitä ei ole vielä indeksoitu.
1031245	Kaikki rakastavat häntä.
1031249	Mitä teet, jos kirjoitutat itseesi asioita joita et ymmärrä ja saat odottamattomia tuloksia.
1031251	Nimeni on Farshad.
1031252	Me näemme.
1031506	Kapellimestari johtaa orkesteria.
1031589	Lehmistä saadaan maitoa.
1031601	Onko lähettyvillä vessaa?
1031611	Menin veljeni kanssa elokuviin.
1031617	Tapasin Christinen eilen.
1031630	Nuori nainen kantoi lasta sylissään.
1031634	Voit opiskella täällä.
1031639	Sinun täytyy ottaa passisi mukaan pankkiin.
1031644	Olen neljännellä kuulla raskaana.
1031651	Ylipäänsä heillä oli todella hyvä tuuri.
1031653	Miten tämä toimii?
1031666	Minulla ei ole varaa syödä näin kalliissa ravintolassa.
1031669	Peter halusi tulla lääkäriksi.
1031670	Muiriel on nyt kaksikymmentä.
