1521848	Тя изчака докато водата заври преди да направи чай с нея.
1521849	Може ли да ми дадеш 12mm гаечен ключ.
1539386	Те нямат нищо общо.
1557100	Той се маскира като жена.
1557101	Той обича да слуша радио.
1557105	Съпругът и съпругата си обещаха винаги да се обичат.
1557110	New York е претрупан с високи сгради.
1557113	Неговото проучване даде резултат най-накрая.
1557924	Не искам да се замесвам в този бизнес.
1557925	Къде се качи на автобуса?
1601228	Том само загрява.
1601229	Момчета, много сте зле.
1601230	Тя сама е прочела всичките ми книги.
1601231	Ти самият трябва да се научиш как се кара кола.
1601232	Кажи на онзи човек къде е къщата ми.
1601233	Няма връщане назад.
1601234	Отидохме там за седмица.
1601235	Том обича конете.
1601236	Трябва да си променят нагласата.
1601237	Това няма да се повтори.
1601238	Том повърна кръв.
1601239	Те всъщност не се интересуват.
1601241	Мери има скоби.
1601244	Том носи тиранти.
1601245	Наркотиците могат да ти съсипят живота.
1601247	Това е известна планина.
1601252	Ще ми трябва цяла вечност, за да обясня всичко.
1601254	Мери е обаятелна и загадъчна.
1601256	Том има клаустрофобия.
1601257	Къде е уловката?
1601259	Играл ли си Майнкрафт?
1601260	Том търчи наоколо като пиле без глава.
1601261	Такива неща се случват постоянно.
1601262	Имам работа в сряда.
1601263	Това е доста умно решение.
1601264	Свободен ли си в сряда?
1601265	Има ли още свободни места?
1601266	Колко братя имаш? Колко сестри имаш?
1601267	Возил ли се се наскоро с експресен влак?
1601268	Извинете, имате ли нещо против да отворя прозореца?
1601270	Свободно ли е мястото?
1601271	Децата играят доджбол.
1601272	Том падна и си ожули коляното.
1601273	Том бе обзет от пристъп на паника.
1601274	Случват се злополуки.
1601277	Това е доста невероятно.
1601281	Заети сме с подготовката на сватбата и медения месец.
1601283	Студентите са заети с подготовката за изпита.
1601285	Шегата ти стига твърде далеч.
1601286	Те ваят статуя от мрамор.
1601287	Ние сме се установили удобно в новия си дом.
1601288	Загрижени сме за недостига на стоките.
1601289	Те се считат за аристокрацията в града.
1601290	Те са доволни с нещата по начина, по който те стоят в момента.
1601291	Разчитаме на теб за финансова помощ.
1601292	Ти си луд да си купиш такова скъпо колело.
1601294	Ти си луд да му даваш пари назаем.
1601295	Движим се на надморска височина 39 000 фута.
1601296	Навлизаме в нов етап от войната.
1601297	Справяш се много добре. Давай все така.
1601298	Те нямат търпение да спечелят следващия мач.
1601299	На нас ни се полага да гласуваме на възраст 20 години.
1601300	Радваме се, че ти си част от отбора.
1601590	За нас е вълнуващо да се нанесем в новата сграда.
1601591	От теб се очаква да свършиш добра работа.
1601592	От теб се очаква да се обличаш добре за този магазин.
1601593	Изправени сме пред много проблеми.
1601594	Известна ни е легендата за Робин Хууд.
1601596	Голяма глупост е от твоя страна да кажеш такова нещо.
1601597	Щастлив си, че имаш такива любящи родители.
1601598	Ние сме свободни граждани с право на глас.
1601599	Напълно сме наясно относно важността на ситуацията.
1601600	Ние слизаме на следващата гара.
1601603	Студентите се радват, но учителите – не.
1601605	Радваме се, че се присъединяваш към нашия отбор.
1601607	Не е никак вероятно те да дойдат в този късен час.
1601608	Ние си прекарваме добре в Рим.
1601609	Този месец имаме международен търговски панаир.
1601610	Тази седмица те закусват в осем.
1601611	Като основно ястие ядем риба.
1601612	Те пият чай в хола.
1601613	Имаме десетима гости на вечерята.
1601614	Ти ми държиш ръката на тази снимка.
1601615	Те ще изпратят ракета.
1601617	Отиваме на кино. Ела с нас.
1601619	Ще си правим парти в костюми от осемнайсти век.
1601620	Те ще правят парти за Сам.
1601621	Ние ще пътуваме в чужбина това лято.
1601622	Ние ще пътуваме с група това лято.
1601626	Ще посетим чичо си другата неделя.
1601630	Някои хора умеят да говоят добре, а други са добри слушатели.
1601631	Благодарни сме ти за помощта ти.
1601633	Утре ще караме колела до езерото.
1601635	Другия месец ще ни се ражда дете.
1601636	Утре ще имаме среща.
1601637	Ще правим купон в събота вечер.
1601639	Ще имаме изпит по английски утре.
1601640	Ще му устроим прощално парти.
1601641	Полицията ще разследва престъплението.
1601642	Другата неделя ще заминаваш за Лондон, нали?
1601645	Те ще се срещнат в хотела утре.
1601647	Те ще играят баскетбол след училище.
1601649	Хората са все по-загрижени за този проблем.
1601650	Мъжете влизат във форма, карайки колело.
1601652	Тръгваме си оттук след малко.
1601653	Даваме първата награда на японски студент.
1601654	Радваме се, че сив нашия клас.
1601656	Подхождаш към това по неправилен начин.
1601657	Ще ходим да ядем навън в петък.
1601658	Излизаме да обядваме. Защо не додеш с нас?
1601659	Ще започнем снижаването за кацане в Хонолулу.
1621668	Мери направи сандвичи с яйце.
1621670	Хвани топката.
1621672	Христофор Колумб пил нефилтрирана морска вода.
1621677	Ще започнем мача, когато той дойде.
1621683	Не съм ти ядосан, просто съм много разочарован.
1621684	Природата не знае граници.
1621687	Огромно е!
1621692	Аз печатам 100 страници.
1621695	Става все по-трудно.
1621697	Само малко ревнувам.
1621699	Голяма ли е разликата?
1621700	Никога не съм го правил в кола.
1621701	То тъкмо излезе.
1621703	Направих го веднъж.
1621705	Накрая спечелих.
1621707	Математиката не е кофти, ти си кофти.
1621708	Том не обича математика.
1621713	Никога не съм се гордял толкова с Том.
1621721	Самоличността му трябва да бъде запазена в тайна.
1621723	Знам, че можем да го направим.
1621725	Знам, че мога да го направя.
1621727	Може ли да те видя за момент?
1621732	Когато бях на твоята възраст, трябваше да вървим пеша нагоре по склона до училище, и в двете посоки.
1621734	Виждал ли си нецензурираната версия?
1621739	Много благодаря на всички ви.
1621741	На мен не ми звучи толкова зле.
1621745	Дай да ти покажа един пример.
1621746	Точно така го искам.
1621748	Това не е лошо нещо.
1621749	Това е доста екстремно.
1621756	Изисква се да се направят още изпитания.
1621757	Нужно е да се направят още изпитания.
1621758	Можеш ли да разясниш малко по-подробно?
1621761	Марила имаше проблеми с белите си дробове.
1621762	Тя здрава ли е?
1623199	Често плувах в тази река, когато бях малък.
1623203	Ти прие ли поканата му?
1623209	Честно казано, не мисля, че става дума за плагиатство.
1623211	В един кюп сме!
1623213	Върни се в леглото си.
1623216	Чугунът е сплав от желязо и въглерод.
1623217	Стената е студена.
1623218	Тя иска да работи в болница.
1623219	Рано или късно късметът му ще свърши.
1623220	Зайците имат дълги уши.
1623221	Говориш ли грузински?
1623223	Световната икономика е изложена на сериозна опасност.
1623225	След “不够” трябва да сложиш прилагателно.
1623226	Има много изречения за ДНК, но няма нито едно за РНК.
1623228	Възхищавам се на културата и учтивостта на германците.
1623229	Историята ѝ се оказа вярна.
1623233	Себеотрицанието е най-доброто нещо, което можеш да направиш за себе си.
1623239	Анализирай резултатите от експеримента, и ги съобщи.
1623253	Ясно е, че американците не могат да разрешат дори собствените си проблеми, така че как изобщо си въобразяват, че са способни да се занимават с проблемите на останалия свят?
1623258	Той предприе правилните действия, за да се справи със ситуацията.
1623260	Твоя отговорност е да събереш класа.
1623261	Не мога да ти дам отговор веднага.
1671516	Аз уча електроинженерство в Плимутския университет.
1824258	Правете добро на тия, които ви мразят.
1857181	На какво място живееш ?
1857184	Вратата е заключена отвътре.
1857203	Първоначално,не бяхме близки,с времето се опознахме.
1857205	Града е разположен в подножието на планината.
1861540	Всеки мисли за промяна на света,но никой не мисли за промяна на самият себе си.
1866688	Скъпа, ти май криеш нещо от мен!
1866728	Не мога да си представя, че това е възможно!
1866732	Пушенето забранено!
1866736	Хайде да отидем утре на цирк.
1866748	Коя дата е днес?
1885024	Честит рожден ден!
1892720	Опасно! Високо напрежение!
2036736	Честит Ден на Майката!
2113866	Никога не пиша думите "борш" и "шчи" на немски език!
2128195	Андора е малко княжество, който се намира между Испания и Франция.
2154451	Най-накрая се видяхме.Чакал съм дълго за този момент.
2154456	Забавлявахме се преди ти да дойдеш.
2154459	Нищо от това което Том каза не беше истина.
2154468	Не оставяй никакви следи.
2154470	Какво е времето днес?
2154478	Винаги не се съгласяваш с твоят шеф .
2154481	Какви са новините?
2154484	Том не обръща внимание на детайлите .
2154486	Ще трябва да изчакаш и да видиш.
2154489	Може ли да дойда да те видя в офиса утре сутринта ?
2154492	Няколко човека посетиха срещата.
2154494	Никога няма да ни намерят.
2154503	Той казва,че е избегнал опастността като се е преструвал на мъртъв.
2154508	Не беше възможно полицията да се справи с такова наслие.
2154510	Очакваш прекалено много от детето си.
2154512	Ако отидеш до онзи магазин,можеш да купиш всекидневните неща.
2154515	Моля отбий се когато идваш насам.
2154516	Том не може да си спомни къде точно остави ключовете си.
2154518	Най-малкото определено получавам удоволствие от книгата.
2154520	Ела когато искаш.
2154522	Ще започнем когато той дойде.
2154528	Виж черните облаци,ще вали.
2154530	Джон няма да отговори на въпроса.
2154534	Трябва да му бъде дадено преимущество пред останалите.
2154536	Вдигни ръка преди да отговориш.
2155079	Книгата е малка.
2175153	Тогава я погледна право в очите и изведнъж я прегърна, и я целуна по устните.
2175157	Ще дойде момент, в който ще го разбереш.
2175161	Вече ти казах, че трябва да попиташ първо майка си.
2175167	Вчера ми откраднаха часовника.
2190710	Нейния чар е смес от веселие и доброта.
2190727	Заблудена от непредпазливите ми погледи,тя започна да вярва,че тя е причината за тях.
2190736	Няма смисъл да се заблуждаваш,знаеш,че тя си играе игрички с теб.
2190741	Може би трябва да кажем на Том,че е противен.
2190747	Не е безполезно да ходиш в университета.
2190749	Усилията ти са напразни.
2190755	Обирджията сграбчи чантата от ръката му.
2190771	Възползвах се от момента и го превърнах в преимущество.
2190775	Тарантулата сграбчи жертвата си много бързо.
2190790	Полицията претърси къщата и намери 2 килограма хероин.
2190795	Често бях обладаван от отчаяние.
2190796	Сграбчих котката за врата.
2190806	Залагам,че ще спра да пуша.
2190812	Под клетва съм да пазя тайна.
2190825	Тя си обеща никога да не го прави отново.
2190833	Дребнавият съдия развали реда.
2190835	Боеца се стегна за рунда.
2190838	Рунда продължи около пет минути.
2190846	Трябва да премахнем всички ядрени оръжия,защото са смъртоносни за човечеството.
2190853	Преобладаващото мнозинство гласува да се забрани бруталното насилие.
2190856	Как можем да забраним войната?
2190860	Дяволския обичай трябва да бъде забравен.
2190861	Трябва да отменим смъртното наказание.
2190887	Том смята,че смъртното наказание трябва да бъде отменено.
2190890	Ако гласуването променяше нещо,те щяха да го отменят.
2190904	За много хора наркодиларите и корпоративните адвокати са утайките на обществото.
2190910	Чакахме с слабо очакване.
2190911	Пътника припадна но стюардесата го свести.
2190916	Слабото сърце няма да спечели истинска жена.
2190921	Момчето припадна,но се събуди като го поляхме с вода по лицето.
2190928	Припаднах от топлината,когато се свестих,бях в спасителната лодка.
2190929	Пациента припадна от гледката на кръвта.
2190933	Имам блед спомен за събитието.
2190937	Чух слаб звук наблизо.
2190940	Ерико работеше толкова дълго и толкова упорито без да спре за да яде,че се опасявах,че ще припадне.
2190943	Тя ми се усмихна плахо.
2190947	Момчето бледо напомняше на баща си на външен вид.
2191005	Тя припадна в магазина и се озова в спешната помощ когато се свести.
2191050	Момичето което мислех за певица се оказа различен човек.
2191086	Някои вестници изопачиха новините.
2191088	Истинския учен не би изопачил фактите.
2191096	Той се възмути,че е наричан глупак.
2191106	Той се възмути,че тя се срещаше с неговият брат.
2191107	Мери прекара нейното младежка възраст в изолация.
2191108	Автобуса се тресеше по неравният път.
2191109	Не се притеснявай.Той на пръв поглед изглежда заплашително,но всъщност е приятелски настроен човек.
2191111	Том никога не е бил заплашван от никой и нищо.
2191112	Мъжът я избута настрани.
2191119	Мушнах си ръцете в джобовете .
2191149	Той напъха писмото в джоба си.
2191223	Тя живее в дълбоката провинция.
2191234	Той си издейства усмивка от бебето.
2191259	Тя го извади от лошото му настроение.
2191265	Том примами мишката от дупката на стената с парченце хляб.
2191273	Уплаши ме.
2191279	Докторите откриха някои стряскащи факти.
2191286	Животните бяха уплашени от шума на фойерверките.
2191291	Том завърза канап за хвърчилото.
2191293	Наводнението започна да спада.
2191294	Вълните спадат.
2191295	Неговата температура спадна.
2191298	Когато пристигнахме на пристанището,вятъра беше утихнал.
2191328	Борсата е в продължителен спад.
2191333	Фирмата е обхваната от сериозен икономически спад.
2191339	Напоследък съм много избухлив.Моят любим футболен отбор запада.
2191342	Мъжът падна на пода.
2191346	Много хора ще загубят работата си заради свиването на автомобилната индустрия.
2191354	Президента държеше отговорен себе си за спада на бизнеса и напусна поста си.
2192674	Заспах с дрехите си.
2192675	Няма проблем да създадеш интернет страница,но бъди сигурен,че не нарушаваш авторското право на някого.
2192677	Всеки мъж е свободен да прави това което иска,като се грижи да не наруши свободата на някой друг мъж.
2192681	Отеца благослови богомолците в края на литургията.
2192683	Много мило от твоя страна да ми помогнеш.
2192684	Започваме снижаването си.
2192686	Срещнах ги на слизане от хълма.
2192690	Нека да пием кафе по време на почивката.
2192692	Учениците са в междучасие в момента.
2192694	Без твоето съгласие,нищо не може да се направи.
2192695	Всички членове на комитета се съгласиха с моето предложение.
2192696	Младият мъж ме изигра да се съглася.
2192699	Ще се съгласим само при едно условие.
2192700	Отказвам да се съглася на този план.
2193406	Възприемам мълчанието ти като съгласие.
2193546	Звука на ужасния писък го накара да се разтрепери.
2193548	Разтрепервам се като си помисля за това.
2193550	Само като си помисля за инцидента настръхвам.
2193559	Той просто сви рамене.
2193560	Той просто пренебрегна предложението ми.
2193561	В Северна Америка,когато човек свие раменете си това означава "не знам".
2193655	Здравето и веселбата благоприятстват за красотата.
2193669	Финансите на правителството са жестоко ограничени заради намаляването на данъците.
2193670	Бях принуден да излъжа.
2194288	Фолклора на острова още разказва историята на сала.
2194289	Той разказа неговите необикновени преживявания.
2194332	Онзи човек имаше странна усмивка на лицето си за малко.Какво смяташ,че се крие зад това.
2194335	Той погледна назад към мен и се ухили.
2194337	Тя ми се ухили когато влезна в стаята.
2194340	Студа скоро проникна през неговото подплатено яке.
2194343	Спя с два юргана през зимата.
2194347	През зимата спя с два юргана.
2194419	Тя е достигнала зряла възраст.
2194421	Благоразумието на зрителите е препоръчително.
2194530	Ще му простя от уважение към теб.
2194532	Ситуацията се е подобрила осезаемо спрямо това което беше.
2194534	Първото нещо което трябва да вземеш под внимание е времето.
2194550	Колко мило от твоя страна.
2194556	Разпространяването на телевизията значително ни е лишило от нашето време за четене.
2194562	Това изисква внимателно обсъждане.
2194564	Проблема не си заслужава обсъждане.
2194565	Кораба беше построен с значителни разходи.
2194567	Въпроса се разглежда.
2194582	Изглежда си постигнал значителен успех от последният път в който те видях.
2194587	Това движение все още не е постигнало всичките си цели,но има сериозен напредък в много области на мъжко-женските отношения.
2194589	Преди започването на този вид терапия,желанията на пациентката трябва да бъдат взети под внимание.
2194591	Значителен брой студенти искат да учат в университета.
2194600	Спри да се връщаш към славните ти дни или ще останеш там.
2194602	Момчето се придържа към майка си.
2194603	Аристократът се придържа към славата от миналото си.
2194605	Поличката прилепва по краката и.
2194608	Ние още се придържаме към мечтите от младостта си.
2194611	Калта се залепва по обувките ми.
2194615	Мокрите дрехи прилепват по тялото.
2194617	Той се придържа към обичаите си.
2194619	Тя още вярва че нейното куче ще бъде намерено живо.
2194623	Не може да лежиш на стари лаври.
2194645	Те се караха.
2194646	Каква е причината за вашето крещене.
2194648	Разправяхме се с него заради пари.
2194657	Мери и Джон се скараха,но след малко се оправиха.
2194663	Само сериозни сведения,моля.
2194664	За следващи запитвания,не се притеснявайте да се свържете с нас на безплатният ни телефон 0120-00-0000.
2194665	Тъкмо получихме сведения от Канзас касаещи брат ти.
2194667	Обекта е извън насочеността на това разследване.
2194668	Трябва да проведем допитване относно дата на изпита.
2194669	Бях затрупан от запитвания относно инцидента.
2194672	Ние разследвахме миналото му.
2194674	С какво точно се занимаваш,какъв е обхвата на проучването,твоят главен интерес.
2196942	Накрая спрях пред старата къща и зърнах още веднъж града.
2196943	Може да видим начина на живот на древните хора от рисунките по стената.
2196946	Не мога да го обясня,но смятам,че зърнах разликите между японската и американската култури и техните начини на живот.
2196947	Бегло видях крадеца.
2196949	Зърнах го когато се показа от завоя.
2196950	Зърнах момичето между тълпата.
2196956	Много хора поддържат мнението си,че 95% от ДНК е боклук.
2196974	Смяташ ли че е слабост да се поддаваш на изкушението? Ще ти кажа,че има ужасни изкушения за които се изисква сила,сила и кураж за да не се поддадеш.
2196975	Демократа е свободен гражданин който се поддава на волята на мнозинството.
2196976	Пациентите често умират просто защото се огъват пред техните болести.
2196977	Борсовите инвестиции не винаги носят печалба.
2196979	Трябваше да се подчиним на тяхната молба.
2196981	Той не отстъпва пред никога по любовта му към музиката.
2196983	Накрая той се пречупи.
2196984	Колко пшеница това поле ражда?
2196985	Това поле е плодовито.
2196987	Двата експеримента доведоха до подобни резултати.
2196989	Инвестицията му донесе 6%.
2196990	Бизнеса ще се поддаде и на задоволителна възвращаемост от инвестицията.
2196991	Новият производствен процес постига добри резултати.
2196992	Чичо ми даде колата си на мен.
2196993	Не трябва да се поддаваш на желанието да пиеш.
2196995	Той е лишен от преживявания.
2196997	Сенатора ме обвини,че съм изопачил данните.
2197001	Идеята която обсъждахме в клас вчера наистина привлече вниманието ми.
2197005	Бяхме задължени да се откажем от плана си.
2197007	Министърът беше задължен да напусне кабинета.
2197008	Много съм ти задължен заради твоята доброта.
2197010	Не сте задължени да ни помагате.
2197186	Защо не извършиш това, което вече си решил да направиш?
2197187	Тръгнахме на пътешествие пълни с надежда.
2197315	Старата двойка тръгна на пътешествие около света.
2197318	Моят чичо казва, че ще започне нов бизнес.
2197329	Каквото и да предприемаме, усърдието е важно.
2197334	Начинанието на правителството налага високи разходи.
2197345	Няма по-опасен експеримент от това да се заемеш да бъдеш един пред лицето на човека и друг зад гърба му.
